Jogo nº 201;;;;ADC LAZULI;;;;;;;;vs;CA DESPORTIVO SOROCABA;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local:  Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 202;;;;GUARULHENSE;;;;;;;;vs;ATIBAIA FUTSAL;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Ginásio do Sindicato dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 203;;;;AECT BOLA NO PÉ;;;;;;;;vs;ITAPEVI/LAIFS/SEL;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Ginásio Mané Garrincha;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 204;;;;MX7 FUTSAL;;;;;;;;vs;AA FLAMENGO;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Ginásio CDC Unileste;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 205;;;;UNILESTE/PONTO DE ENCONTRO;;;;;;;;vs;AA ALIANÇA/JACAREÍ;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Ginásio PAULISTA DA MOOCA;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 206;;;;AE CHUTE FUTSAL;;;;;;;;vs;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 207;;;;CTC VILA EMA;;;;;;;;vs;AA CAMILÓPOLIS;;;;;;;;;;;;;;;;;
A LIGA LESTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 208;;;;C13 ESPORTES;;;;;;;;vs;JUBA FUTSAL;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Quadra da Tânia - Itapevi;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 209;;;;AD OLIMPIK;;;;;;;;vs;CFAF/TABOÃO;;;;;;;;;;;;;;;;;
09/08/26;;08h30;;Local: Centro Esportivo Mané Garrincha (Ibirapuera);;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 210;;;;ASTROS/INDIANO;;;;;;;;vs;ADEF;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Arena Conde;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 211;;;;AE METRÓPOLE;;;;;;;;vs;INST FAMÍLIA/LORENA;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 212;;;;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;vs;SC PAULINENSE;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 213;;;;AE RAPOSAS DA LESTE;;;;;;;;vs;AE CAPÃO BONITO;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Ginásio do Acadêmicos da Cidade Dutra;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 214;;;;AE FRIBURGO;;;;;;;;vs;TABOÃO F9;;;;;;;;;;;;;;;;;
"SELECIONADOS ""B""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/26;;08h30;;Local: Ginásio de Esportes Tobias Salgado - AAF;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 215;;;;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;vs;AD GALATA;;;;;;;;;;;;;;;;;
08/08/26;;14h00;;Local: Ginásio Prof. João Carlos de Camargo - Votorantim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 216;;;;AE FUTMAX;;;;;;;;vs;PROSPERE HORTOLÂNDIA;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Ginásio do Ocian Praia Clube;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 217;;;;OCIAN PRAIA CLUBE/AJR;;;;;;;;vs;AEC INCRÍVEIS;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Ginásio do GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 218;;;;A UNIÃO MAUÁ;;;;;;;;vs;AE DISCÍPULOS DO FUTSAL;;;;;;;;;;;;;;;;;
08/08/26;;14h30;;Local: Ginásio Conde II;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 219;;;;ACAP;;;;;;;;vs;EF ATLÉTICO MANGALOT;;;;;;;;;;;;;;;;;
08/08/26;;15h00;;Local: Ginásio do CDC Ipasure;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 220;;;;ROSA NEGRA/IPASURE;;;;;;;;vs;EVY GUAIANASES FUTSAL;;;;;;;;;;;;;;;;;
09/08/26;;14h30;;Local: Ginásio Vila Aparecida - Taubaté;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 221;;;;ABESC/CAÇAPAVA FUTSAL;;;;;;;;vs;KILOUKURA FUTSAL;;;;;;;;;;;;;;;;;
12ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/26;;14h00;;Local: Ginásio de Esportes Edson Antão de Souza;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 222;;;;CA DESPORTIVO SOROCABA;;;;;;;;vs;AA FLAMENGO;;;;;;;;;;;;;;;;;
15/08/26;;14h30;;Local: Arena CIEF - Parque da Cohab;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 223;;;;ITAPEVI/LAIFS/SEL;;;;;;;;vs;MX7 FUTSAL;;;;;;;;;;;;;;;;;
15/08/26;;14h00;;Local:  Ginásio José Aparecido Franco - Atibaia Jardim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 224;;;;ATIBAIA FUTSAL;;;;;;;;vs;ADC LAZULI;;;;;;;;;;;;;;;;;
15/08/26;;14h00;;Local: Ginásio Educamais;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 225;;;;AA ALIANÇA/JACAREÍ;;;;;;;;vs;GUARULHENSE;;;;;;;;;;;;;;;;;
15/08/26;;14h30;;Local: Ginásio do GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 226;;;;A LIGA LESTE;;;;;;;;vs;UNILESTE/PONTO DE ENCONTRO;;;;;;;;;;;;;;;;;
16/08/26;;10h00;;Local: Ginásio de Esportes Edson Antão de Souza;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 227;;;;CA DESPORTIVO SOROCABA;;;;;;;;vs;AE CHUTE FUTSAL;;;;;;;;;;;;;;;;;
16/08/26;;14h00;;Local: Arena Mirante dos Ovines;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 228;;;;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;vs;CTC VILA EMA;;;;;;;;;;;;;;;;;
16/08/26;;14h30;;Local: Ginásio Noêmia Assunção;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 229;;;;AA CAMILÓPOLIS;;;;;;;;vs;AECT BOLA NO PÉ;;;;;;;;;;;;;;;;;
AA FLAMENGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/26;;08h30;;Local: Ginásio José de Souza Sobrinho;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 230;;;;TABOÃO F9;;;;;;;;vs;ASTROS/INDIANO;;;;;;;;;;;;;;;;;
15/08/26;;08h30;;Local: Ginásio Rubens Batazza - Bragança Paulista;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 231;;;;JUBA FUTSAL;;;;;;;;vs;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;;;;;;;;;;
15/08/26;;14h00;;Local: Ginásio José Elias de Proença;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 232;;;;AE CAPÃO BONITO;;;;;;;;vs;AE FRIBURGO;;;;;;;;;;;;;;;;;
16/08/26;;08h30;;Local: Ginásio Toca do Tigre;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 233;;;;ADEF;;;;;;;;vs;AD OLIMPIK;;;;;;;;;;;;;;;;;
16/08/26;;14h00;;Local: Ginásio Agostinho Fávaro;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 234;;;;SC PAULINENSE;;;;;;;;vs;AE RAPOSAS DA LESTE;;;;;;;;;;;;;;;;;
16/08/26;;14h00;;Local: Ginásio Cidade Nova - Pindamonhangaba;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 235;;;;INST FAMÍLIA/LORENA;;;;;;;;vs;C13 ESPORTES;;;;;;;;;;;;;;;;;
16/08/26;;14h30;;Local: Arena Conde;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 236;;;;"SELECIONADOS ""B""";;;;;;;;vs;AE METRÓPOLE;;;;;;;;;;;;;;;;;
CFAF/TABOÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11ª RODADA - Grupo C ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/26;;08h30;;Local: Ginásio de Esportes Tobias Salgado - AAF;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 237;;;;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;vs;AE FUTMAX;;;;;;;;;;;;;;;;;
15/08/26;;14h30;;Local: Arena SEECLAG;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 238;;;;AD GALATA;;;;;;;;vs;EVY GUAIANASES FUTSAL;;;;;;;;;;;;;;;;;
15/08/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 239;;;;AEC INCRÍVEIS;;;;;;;;vs;A UNIÃO MAUÁ;;;;;;;;;;;;;;;;;
16/08/26;;14h30;;Local: Ginásio Poliesportivo Victor Savala;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 240;;;;PROSPERE HORTOLÂNDIA;;;;;;;;vs;ABESC/CAÇAPAVA FUTSAL;;;;;;;;;;;;;;;;;
16/08/26;;14h30;;Local: Ginásio do Ocian Praia Clube;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 241;;;;KILOUKURA FUTSAL;;;;;;;;vs;OCIAN PRAIA CLUBE/AJR;;;;;;;;;;;;;;;;;
16/08/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 242;;;;AE DISCÍPULOS DO FUTSAL;;;;;;;;vs;ACAP;;;;;;;;;;;;;;;;;
16/08/26;;14h30;;Local: Ginásio Ernesto Diogo de Farias;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 243;;;;EF ATLÉTICO MANGALOT;;;;;;;;vs;ROSA NEGRA/IPASURE;;;;;;;;;;;;;;;;;
Copa União - 22 e 23/08/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local: Ginasio GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 244;;;;ADC LAZULI;;;;;;;;vs;AA ALIANÇA/JACAREÍ;;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local: Ginásio Mané Garrincha;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 245;;;;MX7 FUTSAL;;;;;;;;vs;AA CAMILÓPOLIS;;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local:  Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 246;;;;GUARULHENSE;;;;;;;;vs;A LIGA LESTE;;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 247;;;;CTC VILA EMA;;;;;;;;vs;CA DESPORTIVO SOROCABA;;;;;;;;;;;;;;;;;
30/08/26;;14h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 248;;;;AE CHUTE FUTSAL;;;;;;;;vs;ATIBAIA FUTSAL;;;;;;;;;;;;;;;;;
30/08/26;;14h30;;Local: Ginásio Conde II;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 249;;;;AECT BOLA NO PÉ;;;;;;;;vs;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;;;;;;;;;;
30/08/26;;14h30;;Local: Arena 4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 250;;;;AA FLAMENGO;;;;;;;;vs;ITAPEVI/LAIFS/SEL;;;;;;;;;;;;;;;;;
UNILESTE/PONTO DE ENCONTRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 251;;;;C13 ESPORTES;;;;;;;;vs;"SELECIONADOS ""B""";;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local: Quadra da Tânia - Itapevi;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 252;;;;AD OLIMPIK;;;;;;;;vs;TABOÃO F9;;;;;;;;;;;;;;;;;
30/08/26;;08h30;;Local: Centro Esportivo Mané Garrincha (Ibirapuera);;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 253;;;;ASTROS/INDIANO;;;;;;;;vs;AE CAPÃO BONITO;;;;;;;;;;;;;;;;;
30/08/26;;8h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 254;;;;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;vs;INST FAMÍLIA/LORENA;;;;;;;;;;;;;;;;;
30/08/26;;14h30;;Local: Ginásio CDC Unileste;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 255;;;;AE RAPOSAS DA LESTE;;;;;;;;vs;JUBA FUTSAL;;;;;;;;;;;;;;;;;
30/08/26;;15h00;;Local: Ginásio José de Souza Sobrinho - Zé do Feijão;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 256;;;;CFAF/TABOÃO;;;;;;;;vs;ADEF;;;;;;;;;;;;;;;;;
AE METRÓPOLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grupo C ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 257;;;;EVY GUAIANASES FUTSAL;;;;;;;;vs;PROSPERE HORTOLÂNDIA;;;;;;;;;;;;;;;;;
14ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/26;;08h30;;Local: Ginásio do Colégio Santa Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 258;;;;A LIGA LESTE;;;;;;;;vs;ADC LAZULI;;;;;;;;;;;;;;;;;
05/09/26;;14h00;;Local:  Ginásio José Aparecido Franco - Atibaia Jardim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 259;;;;ATIBAIA FUTSAL;;;;;;;;vs;CTC VILA EMA;;;;;;;;;;;;;;;;;
05/09/26;;14h00;;Local: Ginásio Educamais;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 260;;;;AA ALIANÇA/JACAREÍ;;;;;;;;vs;AE CHUTE FUTSAL;;;;;;;;;;;;;;;;;
06/09/26;;10h00;;Local: Ginásio de Esportes Edson Antão de Souza;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 261;;;;CA DESPORTIVO SOROCABA;;;;;;;;vs;AECT BOLA NO PÉ;;;;;;;;;;;;;;;;;
06/09/26;;14h00;;Local: Arena Mirante dos Ovines;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 262;;;;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;vs;MX7 FUTSAL;;;;;;;;;;;;;;;;;
06/09/26;;14h30;;Local: Ginásio Noêmia Assunção;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 263;;;;AA CAMILÓPOLIS;;;;;;;;vs;AA FLAMENGO;;;;;;;;;;;;;;;;;
06/09/26;;14h30;;Local: Ginásio CDC Unileste;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 264;;;;UNILESTE/PONTO DE ENCONTRO;;;;;;;;vs;GUARULHENSE;;;;;;;;;;;;;;;;;
ITAPEVI/LAIFS/SEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/26;;08h30;;Local: Ginásio José de Souza Sobrinho;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 265;;;;TABOÃO F9;;;;;;;;vs;CFAF/TABOÃO;;;;;;;;;;;;;;;;;
05/09/26;;08h30;;Local: Ginásio Rubens Batazza - Bragança Paulista;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 266;;;;JUBA FUTSAL;;;;;;;;vs;AE FRIBURGO;;;;;;;;;;;;;;;;;
05/09/26;;14h00;;Local: Ginásio José Elias de Proença;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 267;;;;AE CAPÃO BONITO;;;;;;;;vs;AD OLIMPIK;;;;;;;;;;;;;;;;;
05/09/26;;14h30;;Local: Arena Conde;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 268;;;;"SELECIONADOS ""B""";;;;;;;;vs;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;;;;;;;;;;
06/09/26;;14h00;;Local: Ginásio Agostinho Fávaro;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 269;;;;SC PAULINENSE;;;;;;;;vs;ASTROS/INDIANO;;;;;;;;;;;;;;;;;
06/09/26;;14h00;;Local: Ginásio Cidade Nova - Pindamonhangaba;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 270;;;;INST FAMÍLIA/LORENA;;;;;;;;vs;AE RAPOSAS DA LESTE;;;;;;;;;;;;;;;;;
06/09/26;;14h30;;Local: Arena Conde;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 271;;;;AE METRÓPOLE;;;;;;;;vs;C13 ESPORTES;;;;;;;;;;;;;;;;;
07/09/26;;14h30;;Local: Ginásio do Acadêmicos da Cidade Dutra;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 272;;;;AE FRIBURGO;;;;;;;;vs;SC PAULINENSE;;;;;;;;;;;;;;;;;
ADEF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12ª RODADA - Grupo C ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/26;;14h00;;Local: Ginásio Prof. João Carlos de Camargo - Votorantim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 273;;;;AE FUTMAX;;;;;;;;vs;AD GALATA;;;;;;;;;;;;;;;;;
05/09/26;;14h30;;Local: Ginásio do Ocian Praia Clube;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 274;;;;OCIAN PRAIA CLUBE/AJR;;;;;;;;vs;PROSPERE HORTOLÂNDIA;;;;;;;;;;;;;;;;;
05/09/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 275;;;;EVY GUAIANASES FUTSAL;;;;;;;;vs;EF ATLÉTICO MANGALOT;;;;;;;;;;;;;;;;;
05/09/26;;14h30;;Local: Ginásio do GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 276;;;;A UNIÃO MAUÁ;;;;;;;;vs;KILOUKURA FUTSAL;;;;;;;;;;;;;;;;;
05/09/26;;14h30;;Local: Ginásio do Sindicato dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 278;;;;ACAP;;;;;;;;vs;AEC INCRÍVEIS;;;;;;;;;;;;;;;;;
05/09/26;;15h00;;Local: Ginásio do CDC Ipasure;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 279;;;;ROSA NEGRA/IPASURE;;;;;;;;vs;AE DISCÍPULOS DO FUTSAL;;;;;;;;;;;;;;;;;
06/09/26;;14h30;;Local: Ginásio Vila Aparecida - Taubaté;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 280;;;;ABESC/CAÇAPAVA FUTSAL;;;;;;;;vs;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;;;;;;;;;;
Copa União - 12 e 13/09/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/26;;08h30;;Local: Arena CIEF - Parque da Cohab;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº281;;;;ITAPEVI/LAIFS/SEL;;;;;;;;vs;AA CAMILÓPOLIS;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Ginasio GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 282;;;;ADC LAZULI;;;;;;;;vs;UNILESTE/PONTO DE ENCONTRO;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Ginasio Paulista da Mooca;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 283;;;;AE CHUTE FUTSAL;;;;;;;;vs;A LIGA LESTE;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 284;;;;CTC VILA EMA;;;;;;;;vs;AA ALIANÇA/JACAREÍ;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Ginásio Mané Garrincha;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 285;;;;MX7 FUTSAL;;;;;;;;vs;CA DESPORTIVO SOROCABA;;;;;;;;;;;;;;;;;
20/09/26;;14h30;;Local: Ginásio Conde II;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 286;;;;AECT BOLA NO PÉ;;;;;;;;vs;ATIBAIA FUTSAL;;;;;;;;;;;;;;;;;
20/09/26;;14h30;;Local: Arena 4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 287;;;;AA FLAMENGO;;;;;;;;vs;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;;;;;;;;;;
GUARULHENSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/26;;08h30;;Local: Ginásio José de Souza Sobrinho - Zé do Feijão;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 288;;;;CFAF/TABOÃO;;;;;;;;vs;AE CAPÃO BONITO;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Quadra da Tânia - Itapevi;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 289;;;;AD OLIMPIK;;;;;;;;vs;SC PAULINENSE;;;;;;;;;;;;;;;;;
20/09/26;;08h30;;Local: Centro Esportivo Mané Garrincha (Ibirapuera);;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 290;;;;ASTROS/INDIANO;;;;;;;;vs;JUBA FUTSAL;;;;;;;;;;;;;;;;;
20/09/26;;08h30;;Local: Ginásio Toca do Tigre;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 291;;;;ADEF;;;;;;;;vs;TABOÃO F9;;;;;;;;;;;;;;;;;
20/09/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 292;;;;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;vs;AE METRÓPOLE;;;;;;;;;;;;;;;;;
20/09/26;;14h30;;Local: Ginásio CDC Unileste;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 293;;;;AE RAPOSAS DA LESTE;;;;;;;;vs;"SELECIONADOS ""B""";;;;;;;;;;;;;;;;;
20/09/26;;14h30;;Local: Ginásio do Acadêmicos da Cidade Dutra;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 294;;;;AE FRIBURGO;;;;;;;;vs;INST FAMÍLIA/LORENA;;;;;;;;;;;;;;;;;
Folga: C13 ESPORTES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/26;;08h30;;Local: Ginásio de Esportes Tobias Salgado - AAF;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 295;;;;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;vs;OCIAN PRAIA CLUBE/AJR;;;;;;;;;;;;;;;;;
19/09/26;;14h00;;Local: Ginásio Prof. João Carlos de Camargo - Votorantim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 296;;;;AE FUTMAX;;;;;;;;vs;ABESC/CAÇAPAVA FUTSAL;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Arena SEECLAG;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 297;;;;AD GALATA;;;;;;;;vs;EF ATLÉTICO MANGALOT;;;;;;;;;;;;;;;;;
19/09/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 298;;;;AEC INCRÍVEIS;;;;;;;;vs;ROSA NEGRA/IPASURE;;;;;;;;;;;;;;;;;
20/09/26;;08h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 299;;;;KILOUKURA FUTSAL;;;;;;;;vs;ACAP;;;;;;;;;;;;;;;;;
20/09/26;;8h30;;Local: Ginásio Poliesportivo Victor Savala;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 300;;;;PROSPERE HORTOLÂNDIA;;;;;;;;vs;A UNIÃO MAUÁ;;;;;;;;;;;;;;;;;
20/09/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 301;;;;AE DISCÍPULOS DO FUTSAL;;;;;;;;vs;EVY GUAIANASES FUTSAL;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;São Paulo, 06 de abril de 2026.;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;DEPARTAMENTO TÉCNICO - FPFS;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
