Jogo nº 099;;;;CA DESPORTIVO SOROCABA;;;;;;;;vs;ATIBAIA FUTSAL;;;;;;;;;;;;;;;;;
24/05/26;;13h30;;Local: Ginásio Noêmia Assunção;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 100;;;;AA CAMILÓPOLIS;;;;;;;;vs;A LIGA LESTE;;;;;;;;;;;;;;;;;
24/05/26;;14h30;;Local: Arena 4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 101;;;;AA FLAMENGO;;;;;;;;vs;GUARULHENSE;;;;;;;;;;;;;;;;;
24/05/26;;14h30;;Local: Arena CIEF - Parque da Cohab;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 102;;;;ITAPEVI/LAIFS/SEL;;;;;;;;vs;UNILESTE/PONTO DE ENCONTRO;;;;;;;;;;;;;;;;;
CTC VILA EMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/26;;14h00;;Local: Ginásio José Elias de Proença;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 103;;;;AE CAPÃO BONITO;;;;;;;;vs;INST FAMÍLIA/LORENA;;;;;;;;;;;;;;;;;
23/05/26;;14h30;;Local: Quadra da Tânia - Itapevi;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 104;;;;AD OLIMPIK;;;;;;;;vs;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;;;;;;;;;;
24/05/26;;08h30;;Local: Centro Esportivo Mané Garrincha (Ibirapuera);;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 105;;;;ASTROS/INDIANO;;;;;;;;vs;AE RAPOSAS DA LESTE;;;;;;;;;;;;;;;;;
24/05/26;;08h30;;Local: Ginásio Toca do Tigre;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 106;;;;ADEF;;;;;;;;vs;AE METRÓPOLE;;;;;;;;;;;;;;;;;
24/05/26;;14h00;;Local: Ginásio Agostinho Fávaro;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 107;;;;SC PAULINENSE;;;;;;;;vs;JUBA FUTSAL;;;;;;;;;;;;;;;;;
24/05/26;;14h30;;Local: Ginásio CIE Pietra Medeiros;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 108;;;;TABOÃO F9;;;;;;;;vs;"SELECIONADOS ""B""";;;;;;;;;;;;;;;;;
24/05/26;;15h00;;Local: Ginásio José de Souza Sobrinho - Zé do Feijão;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 109;;;;CFAF/TABOÃO;;;;;;;;vs;C13 ESPORTES;;;;;;;;;;;;;;;;;
AE FRIBURGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/26;;8h30;;Local: Ginásio Presidente Ciro II;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 110;;;;ACAP;;;;;;;;vs;OCIAN PRAIA CLUBE/AJR;;;;;;;;;;;;;;;;;
23/05/26;;14h30;;Local: Arena SEECLAG;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 111;;;;AD GALATA;;;;;;;;vs;A UNIÃO MAUÁ;;;;;;;;;;;;;;;;;
23/05/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 112;;;;EVY GUAIANASES FUTSAL;;;;;;;;vs;AE FUTMAX;;;;;;;;;;;;;;;;;
23/05/26;;15h00;;Local: Ginásio do CDC Ipasure;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 113;;;;ROSA NEGRA/IPASURE;;;;;;;;vs;ABESC/CAÇAPAVA FUTSAL;;;;;;;;;;;;;;;;;
24/05/26;;08h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 114;;;;AEC INCRÍVEIS;;;;;;;;vs;KILOUKURA FUTSAL;;;;;;;;;;;;;;;;;
24/05/26;;14h30;;Local: Ginásio Ernesto Diogo de Farias;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 115;;;;EF ATLÉTICO MANGALOT;;;;;;;;vs;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;;;;;;;;;;
24/05/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 116;;;;AE DISCÍPULOS DO FUTSAL;;;;;;;;vs;PROSPERE HORTOLÂNDIA;;;;;;;;;;;;;;;;;
7ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/26;;08h30;;Local: Ginásio Presidente Ciro I;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 117;;;;ADC LAZULI;;;;;;;;vs;AA FLAMENGO;;;;;;;;;;;;;;;;;
30/05/26;;08h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 118;;;;AE CHUTE FUTSAL;;;;;;;;vs;MX7 FUTSAL;;;;;;;;;;;;;;;;;
30/05/26;;08h30;;Local: Ginásio do Colégio Santa Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 119;;;;A LIGA LESTE;;;;;;;;vs;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;;;;;;;;;;
30/05/26;;14h00;;Local: Ginásio Educamais;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 120;;;;AA ALIANÇA/JACAREÍ;;;;;;;;vs;CA DESPORTIVO SOROCABA;;;;;;;;;;;;;;;;;
30/05/26;;14h30;;Local:  Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 121;;;;GUARULHENSE;;;;;;;;vs;ITAPEVI/LAIFS/SEL;;;;;;;;;;;;;;;;;
30/05/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 122;;;;CTC VILA EMA;;;;;;;;vs;AECT BOLA NO PÉ;;;;;;;;;;;;;;;;;
31/05/26;;14h30;;Local: Ginásio CDC Unileste;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 123;;;;UNILESTE/PONTO DE ENCONTRO;;;;;;;;vs;AA CAMILÓPOLIS;;;;;;;;;;;;;;;;;
ATIBAIA FUTSAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 124;;;;AE METRÓPOLE;;;;;;;;vs;TABOÃO F9;;;;;;;;;;;;;;;;;
30/05/26;;14h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 125;;;;C13 ESPORTES;;;;;;;;vs;ADEF;;;;;;;;;;;;;;;;;
31/05/26;;08h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 126;;;;INST BONS DE BOLA;;;;;;;;vs;CFAF/TABOÃO;;;;;;;;;;;;;;;;;
31/05/26;;14h00;;Local: Ginásio Cidade Nova - Pindamonhangaba;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 127;;;;INST FAMÍLIA/LORENA;;;;;;;;vs;SC PAULINENSE;;;;;;;;;;;;;;;;;
31/05/26;;14h30;;Local: Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 128;;;;AE RAPOSAS DA LESTE;;;;;;;;vs;AD OLIMPIK;;;;;;;;;;;;;;;;;
31/05/26;;14h30;;Local: Ginásio do Acadêmicos da Cidade Dutra;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 129;;;;AE FRIBURGO;;;;;;;;vs;ASTROS/INDIANO;;;;;;;;;;;;;;;;;
31/05/26;;14h30;;Local: Arena Conde;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 130;;;;"SELECIONADOS ""B""";;;;;;;;vs;AE CAPÃO BONITO;;;;;;;;;;;;;;;;;
JUBA FUTSAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/26;;08h30;;Local: Ginásio de Esportes Tobias Salgado - AAF;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 131;;;;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;vs;AE DISCÍPULOS DO FUTSAL;;;;;;;;;;;;;;;;;
30/05/26;;14h30;;Local: Ginásio do Ocian Praia Clube;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 132;;;;OCIAN PRAIA CLUBE/AJR;;;;;;;;vs;ROSA NEGRA/IPASURE;;;;;;;;;;;;;;;;;
30/05/26;;14h30;;Local: Ginásio do GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 133;;;;A UNIÃO MAUÁ;;;;;;;;vs;ACAP;;;;;;;;;;;;;;;;;
30/05/26;;14h00;;Local: Ginásio Prof. João Carlos de Camargo - Votorantim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 134;;;;AE FUTMAX;;;;;;;;vs;EF ATLÉTICO MANGALOT;;;;;;;;;;;;;;;;;
31/05/26;;08h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 135;;;;KILOUKURA FUTSAL;;;;;;;;vs;AD GALATA;;;;;;;;;;;;;;;;;
31/05/26;;14h30;;Local: Ginásio Vila Aparecida - Taubaté;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 136;;;;ABESC/CAÇAPAVA FUTSAL;;;;;;;;vs;EVY GUAIANASES FUTSAL;;;;;;;;;;;;;;;;;
31/05/26;;14h30;;Local: Ginásio Poliesportivo Victor Savala;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 137;;;;PROSPERE HORTOLÂNDIA;;;;;;;;vs;AEC INCRÍVEIS;;;;;;;;;;;;;;;;;
Copa União - 04/06/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/26;;14h00;;Local: Ginásio de Esportes Edson Antão de Souza;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 138;;;;CA DESPORTIVO SOROCABA;;;;;;;;vs;A LIGA LESTE;;;;;;;;;;;;;;;;;
06/06/26;;14h00;;Local:  Ginásio José Aparecido Franco - Atibaia Jardim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 139;;;;ATIBAIA FUTSAL;;;;;;;;vs;AA ALIANÇA/JACAREÍ;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Ginásio Mané Garrincha;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 140;;;;MX7 FUTSAL;;;;;;;;vs;CTC VILA EMA;;;;;;;;;;;;;;;;;
07/06/26;;14h00;;Local: Arena Mirante dos Ovines;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 141;;;;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;vs;UNILESTE/PONTO DE ENCONTRO;;;;;;;;;;;;;;;;;
07/06/26;;14h30;;Local: Arena 4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 142;;;;AA FLAMENGO;;;;;;;;vs;AE CHUTE FUTSAL;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Arena CIEF - Parque da Cohab;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 143;;;;ITAPEVI/LAIFS/SEL;;;;;;;;vs;ADC LAZULI;;;;;;;;;;;;;;;;;
07/06/26;;14h30;;Local: Ginásio Noêmia Assunção;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 144;;;;AA CAMILÓPOLIS;;;;;;;;vs;GUARULHENSE;;;;;;;;;;;;;;;;;
AECT BOLA NO PÉ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/26;;08h30;;Local: Ginásio do Acadêmicos da Cidade Dutra;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 145;;;;AE FRIBURGO;;;;;;;;vs;CFAF/TABOÃO;;;;;;;;;;;;;;;;;
04/06/26;;14h00;;Local: Ginásio Agostinho Fávaro;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 146;;;;SC PAULINENSE;;;;;;;;vs;"SELECIONADOS ""B""";;;;;;;;;;;;;;;;;
06/06/26;;08h30;;Local: Ginásio José de Souza Sobrinho;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 147;;;;TABOÃO F9;;;;;;;;vs;C13 ESPORTES;;;;;;;;;;;;;;;;;
06/06/26;;14h00;;Local: Ginásio José Elias de Proença;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 148;;;;AE CAPÃO BONITO;;;;;;;;vs;AE METRÓPOLE;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Ginásio Rubens Batazza - Bragança Paulista;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 149;;;;JUBA FUTSAL;;;;;;;;vs;INST FAMÍLIA/LORENA;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Quadra da Tânia - Itapevi;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 150;;;;AD OLIMPIK;;;;;;;;vs;AE FRIBURGO;;;;;;;;;;;;;;;;;
07/06/26;;08h30;;Local: Ginásio José de Souza Sobrinho - Zé do Feijão;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 151;;;;CFAF/TABOÃO;;;;;;;;vs;AE RAPOSAS DA LESTE;;;;;;;;;;;;;;;;;
07/06/26;;08h30;;Local: Ginásio Toca do Tigre;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 152;;;;ADEF;;;;;;;;vs;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;;;;;;;;;;
ASTROS/INDIANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/26;;08h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 153;;;;KILOUKURA FUTSAL;;;;;;;;vs;PROSPERE HORTOLÂNDIA;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 154;;;;AEC INCRÍVEIS;;;;;;;;vs;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Arena SEECLAG;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 155;;;;AD GALATA;;;;;;;;vs;ACAP;;;;;;;;;;;;;;;;;
06/06/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 156;;;;EVY GUAIANASES FUTSAL;;;;;;;;vs;OCIAN PRAIA CLUBE/AJR;;;;;;;;;;;;;;;;;
06/06/26;;15h00;;Local: Ginásio do CDC Ipasure;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 157;;;;ROSA NEGRA/IPASURE;;;;;;;;vs;A UNIÃO MAUÁ;;;;;;;;;;;;;;;;;
07/06/26;;14h30;;Local: Ginásio Ernesto Diogo de Farias;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 158;;;;EF ATLÉTICO MANGALOT;;;;;;;;vs;ABESC/CAÇAPAVA FUTSAL;;;;;;;;;;;;;;;;;
07/06/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 159;;;;AE DISCÍPULOS DO FUTSAL;;;;;;;;vs;AE FUTMAX;;;;;;;;;;;;;;;;;
9ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/26;;08h30;;Local: Ginásio Presidente Ciro I;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 160;;;;ADC LAZULI;;;;;;;;vs;AA CAMILÓPOLIS;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local: Ginásio Presidente Ciro II;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 161;;;;AECT BOLA NO PÉ;;;;;;;;vs;MX7 FUTSAL;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 162;;;;AE CHUTE FUTSAL;;;;;;;;vs;ITAPEVI/LAIFS/SEL;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local:  Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 163;;;;GUARULHENSE;;;;;;;;vs;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Ginásio CDC Unileste;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 164;;;;UNILESTE/PONTO DE ENCONTRO;;;;;;;;vs;CA DESPORTIVO SOROCABA;;;;;;;;;;;;;;;;;
;;;;Ordem das Categorias: Sub 12, sub 18, Sub 14 e Sub 16;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Ginásio G E Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 165;;;;A LIGA LESTE;;;;;;;;vs;ATIBAIA FUTSAL;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 166;;;;CTC VILA EMA;;;;;;;;vs;AA FLAMENGO;;;;;;;;;;;;;;;;;
AA ALIANÇA/JACAREÍ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 167;;;;C13 ESPORTES;;;;;;;;vs;AE CAPÃO BONITO;;;;;;;;;;;;;;;;;
14/06/26;;08h30;;Local: Centro Esportivo Mané Garrincha (Ibirapuera);;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 168;;;;ASTROS/INDIANO;;;;;;;;vs;AD OLIMPIK;;;;;;;;;;;;;;;;;
14/06/26;;08h30;;Local: Ginásio dos Securitários;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 169;;;;INST BONS DE BOLA;;;;;;;;vs;TABOÃO F9;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Arena 4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 170;;;;AE METRÓPOLE;;;;;;;;vs;SC PAULINENSE;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Arena Conde;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 171;;;;"SELECIONADOS ""B""";;;;;;;;vs;JUBA FUTSAL;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Arena Guarulhense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 172;;;;AE RAPOSAS DA LESTE;;;;;;;;vs;ADEF;;;;;;;;;;;;;;;;;
INST FAMÍLIA/LORENA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/26;;08h30;;Local: Ginásio de Esportes Tobias Salgado - AAF;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 173;;;;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;vs;KILOUKURA FUTSAL;;;;;;;;;;;;;;;;;
13/06/26;;14h00;;Local: Ginásio Prof. João Carlos de Camargo - Votorantim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 174;;;;AE FUTMAX;;;;;;;;vs;AEC INCRÍVEIS;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local: Ginásio do Ocian Praia Clube;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 175;;;;OCIAN PRAIA CLUBE/AJR;;;;;;;;vs;EF ATLÉTICO MANGALOT;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local: Ginásio do GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 176;;;;A UNIÃO MAUÁ;;;;;;;;vs;EVY GUAIANASES FUTSAL;;;;;;;;;;;;;;;;;
13/06/26;;14h30;;Local: Ginásio Presidente Ciro I;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 177;;;;ACAP;;;;;;;;vs;ROSA NEGRA/IPASURE;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Ginásio Vila Aparecida - Taubaté;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 178;;;;ABESC/CAÇAPAVA FUTSAL;;;;;;;;vs;AE DISCÍPULOS DO FUTSAL;;;;;;;;;;;;;;;;;
14/06/26;;14h30;;Local: Ginásio Poliesportivo Victor Savala;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 179;;;;PROSPERE HORTOLÂNDIA;;;;;;;;vs;AD GALATA;;;;;;;;;;;;;;;;;
Copa União - 20 e 21/06/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/26;;14h00;;Local:  Ginásio José Aparecido Franco - Atibaia Jardim;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 180;;;;ATIBAIA FUTSAL;;;;;;;;vs;UNILESTE/PONTO DE ENCONTRO;;;;;;;;;;;;;;;;;
27/06/26;;14h00;;Local: Ginásio Educamais;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 181;;;;AA ALIANÇA/JACAREÍ;;;;;;;;vs;A LIGA LESTE;;;;;;;;;;;;;;;;;
27/06/26;;14h30;;Local: Arena CIEF - Parque da Cohab;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 182;;;;ITAPEVI/LAIFS/SEL;;;;;;;;vs;CTC VILA EMA;;;;;;;;;;;;;;;;;
28/06/26;;10h00;;Local: Ginásio de Esportes Edson Antão de Souza;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 183;;;;CA DESPORTIVO SOROCABA;;;;;;;;vs;GUARULHENSE;;;;;;;;;;;;;;;;;
28/06/26;;14h00;;Local: Arena Mirante dos Ovines;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 184;;;;LIGA SOROCABANA/KGB FUTSAL;;;;;;;;vs;ADC LAZULI;;;;;;;;;;;;;;;;;
28/06/26;;14h30;;Local: Ginásio Noêmia Assunção;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 185;;;;AA CAMILÓPOLIS;;;;;;;;vs;AE CHUTE FUTSAL;;;;;;;;;;;;;;;;;
28/06/26;;14h30;;Local: Arena 4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 186;;;;AA FLAMENGO;;;;;;;;vs;AECT BOLA NO PÉ;;;;;;;;;;;;;;;;;
MX7 FUTSAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10ª RODADA - Grupo B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/26;;08h30;;Local: Ginásio José de Souza Sobrinho;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 187;;;;TABOÃO F9;;;;;;;;vs;AE RAPOSAS DA LESTE;;;;;;;;;;;;;;;;;
27/06/26;;14h00;;Local: Ginásio José Elias de Proença;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 188;;;;AE CAPÃO BONITO;;;;;;;;vs;INST BONS DE BOLA/CONEXÃO 29;;;;;;;;;;;;;;;;;
27/06/26;;14h30;;Local: Ginásio Rubens Batazza - Bragança Paulista;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 189;;;;JUBA FUTSAL;;;;;;;;vs;AE METRÓPOLE;;;;;;;;;;;;;;;;;
28/06/26;;08h30;;Local: Ginásio Toca do Tigre;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 190;;;;ADEF;;;;;;;;vs;AE FRIBURGO;;;;;;;;;;;;;;;;;
28/06/26;;14h00;;Local: Ginásio Agostinho Fávaro;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 191;;;;SC PAULINENSE;;;;;;;;vs;C13 ESPORTES;;;;;;;;;;;;;;;;;
28/06/26;;14h00;;Local: Ginásio Cidade Nova - Pindamonhangaba;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 192;;;;INST FAMÍLIA/LORENA;;;;;;;;vs;"SELECIONADOS ""B""";;;;;;;;;;;;;;;;;
28/06/26;;15h00;;Local: Ginásio José de Souza Sobrinho - Zé do Feijão;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 193;;;;CFAF/TABOÃO;;;;;;;;vs;ASTROS/INDIANO;;;;;;;;;;;;;;;;;
AD OLIMPIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9ª RODADA - Grupo C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/26;;14h30;;Local: Arena SEECLAG;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 194;;;;AD GALATA;;;;;;;;vs;ROSA NEGRA/IPASURE;;;;;;;;;;;;;;;;;
27/06/26;;14h30;;Local: Ginásio Sport Nico;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 195;;;;EVY GUAIANASES FUTSAL;;;;;;;;vs;ACAP;;;;;;;;;;;;;;;;;
28/06/26;;08h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 196;;;;AEC INCRÍVEIS;;;;;;;;vs;ABESC/CAÇAPAVA FUTSAL;;;;;;;;;;;;;;;;;
28/06/26;;08h30;;Local: Ginásio CEU Jd Cumbica - Guarulhos;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 197;;;;KILOUKURA FUTSAL;;;;;;;;vs;AE FUTMAX;;;;;;;;;;;;;;;;;
28/06/26;;14h30;;Local: Ginásio Poliesportivo Victor Savala;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 198;;;;PROSPERE HORTOLÂNDIA;;;;;;;;vs;AA FERROVIÁRIA/SEMELP PINDA;;;;;;;;;;;;;;;;;
28/06/26;;14h30;;Local: Arena CTC Vila Ema;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 199;;;;AE DISCÍPULOS DO FUTSAL;;;;;;;;vs;OCIAN PRAIA CLUBE/AJR;;;;;;;;;;;;;;;;;
28/06/26;;14h30;;Local: Ginásio Ernesto Diogo de Farias;;;;;;;;;;;;;;;;;;;;;;;;;;
Jogo nº 200;;;;EF ATLÉTICO MANGALOT;;;;;;;;vs;A UNIÃO MAUÁ;;;;;;;;;;;;;;;;;
Copa União - 04 e 05/07/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Copa União - 01 e 02/08/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11ª RODADA - Grupo A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/26;;08h30;;Local: Ginasio GE Mauaense;;;;;;;;;;;;;;;;;;;;;;;;;;
